job_id,prompt_idx,config,psnr,ssim,mse,lpips
000000000000,0,improved_fp16_cache,46.479923248291016,0.9978625178337097,2.2490925402962603e-05,0.0007333190296776593
000000000000,0,improved_fp8_cache,3.9975709915161133,0.0013918618205934763,0.39832988381385803,1.0870561599731445
000000000000,0,improved_fp4_cache,20.278606414794922,0.6775821447372437,0.009378627873957157,0.16781526803970337
000000000000,1,improved_fp16_cache,46.037818908691406,0.9969736933708191,2.4901060896809213e-05,0.00085692253196612
000000000000,1,improved_fp8_cache,4.390974044799805,0.0022333194501698017,0.3638334274291992,1.0836188793182373
000000000000,1,improved_fp4_cache,20.473819732666016,0.6930219531059265,0.008966396562755108,0.165533185005188
000000000000,2,improved_fp16_cache,40.5366096496582,0.9955170154571533,8.837696077534929e-05,0.0018871752545237541
000000000000,2,improved_fp8_cache,3.172800064086914,0.0007591234752908349,0.4816371500492096,1.0918049812316895
000000000000,2,improved_fp4_cache,20.466529846191406,0.7238739728927612,0.008981459774076939,0.15086543560028076
000000000001,0,improved_fp16_cache,45.316219329833984,0.9972421526908875,2.94020810542861e-05,0.0009215004974976182
000000000001,0,improved_fp8_cache,4.357933521270752,0.0012169600231572986,0.36661195755004883,1.0652284622192383
000000000001,0,improved_fp4_cache,19.801694869995117,0.7588305473327637,0.010467197746038437,0.1653076857328415
000000000001,1,improved_fp16_cache,45.19028091430664,0.9969801902770996,3.0267159672803245e-05,0.0016347944037988782
000000000001,1,improved_fp8_cache,5.524105072021484,0.0029007182456552982,0.2802782952785492,1.0350658893585205
000000000001,1,improved_fp4_cache,20.32917022705078,0.7443668246269226,0.00927006732672453,0.17585214972496033
000000000001,2,improved_fp16_cache,49.12517547607422,0.9978412389755249,1.2231573236931581e-05,0.0005676975706592202
000000000001,2,improved_fp8_cache,4.6744537353515625,0.0013960510259494185,0.34084320068359375,1.0672879219055176
000000000001,2,improved_fp4_cache,20.369173049926758,0.7367252111434937,0.009185072965919971,0.17788012325763702
000000000002,0,improved_fp16_cache,48.584110260009766,0.9978730082511902,1.3854445569450036e-05,0.0005230929236859083
000000000002,0,improved_fp8_cache,5.599347114562988,0.001763495383784175,0.27546426653862,0.9524891972541809
000000000002,0,improved_fp4_cache,19.834983825683594,0.79613196849823,0.01038727443665266,0.1563837081193924
000000000002,1,improved_fp16_cache,51.84263229370117,0.9985522031784058,6.542389655805891e-06,0.00032422211370430887
000000000002,1,improved_fp8_cache,7.386895179748535,0.004081452265381813,0.18251998722553253,0.9083530902862549
000000000002,1,improved_fp4_cache,22.420194625854492,0.8305577635765076,0.005727702286094427,0.14193224906921387
000000000002,2,improved_fp16_cache,50.33680725097656,0.9982393980026245,9.25377298699459e-06,0.0003662722883746028
000000000002,2,improved_fp8_cache,4.955628395080566,0.0014654113911092281,0.3194752037525177,0.9787681698799133
000000000002,2,improved_fp4_cache,21.12358856201172,0.8192323446273804,0.00772041967138648,0.14195144176483154
000000000003,0,improved_fp16_cache,49.38657760620117,0.9980839490890503,1.1517073289724067e-05,0.0006271443562582135
000000000003,0,improved_fp8_cache,5.986290454864502,0.0173304695636034,0.25198280811309814,1.025631308555603
000000000003,0,improved_fp4_cache,21.86767578125,0.7532333135604858,0.006504774559289217,0.15713220834732056
000000000003,1,improved_fp16_cache,42.42393493652344,0.9958525896072388,5.722771675209515e-05,0.0028491555713117123
000000000003,1,improved_fp8_cache,7.623386859893799,0.022003192454576492,0.17284677922725677,1.0156934261322021
000000000003,1,improved_fp4_cache,22.792631149291992,0.7636477947235107,0.005256986245512962,0.1603401005268097
000000000003,2,improved_fp16_cache,49.560001373291016,0.9980564117431641,1.1066229490097612e-05,0.0006322938133962452
000000000003,2,improved_fp8_cache,5.125064373016357,0.014965025708079338,0.3072511851787567,1.070871353149414
000000000003,2,improved_fp4_cache,21.0969295501709,0.7663480639457703,0.007767959963530302,0.1523854285478592
000000000004,0,improved_fp16_cache,48.436973571777344,0.9970473051071167,1.4331863894767594e-05,0.001142226974479854
000000000004,0,improved_fp8_cache,5.084433555603027,0.0009781334083527327,0.31013917922973633,1.0616276264190674
